1,1,5,1,1101,Counting,icon-counting.png,icon-counting.png,"Numbers is learning to count ordinal numbers to 100, ordering and comparing numbers.  This module emphasis basic counting skills that is the foundation for all advance math.  ",Grade 1: Number and Operations in Base Ten,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
2,1,1,1,1102,Addition ,icon-addition.png,icon-addition.png,"Addition is one of the three core skills in Grade 1 - counting , adding and subtracting.  This introduction course introduces the concept of addition and the ""+"" sign.  It pushes you to learn how to add up to 100.",Grade 1: Operations and Algebraic Thinking,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
3,1,23,1,1103,Subtraction,icon-subtraction.png,icon-subtraction.png,"Subtraction is one of the three core skills in Grade 1 - counting , adding and subtracting.  This introduction course introduces the concept of subtraction and the ""-"" sign.  It pushes you to learn how to subtract within 100.",Grade 1: Operations and Algebraic Thinking,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
4,1,11,1,1104,Geometry,icon-geometry.png,icon-geometry.png,"In this beginning geometry module, you will learn how to recognize, name and describe 2-D shapes. You can supplement your activity in this module by pointing out similar objects that represent rectangles, squares, circles and triangles.",Grade 1:Geometry,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
5,1,20,1,1105,Probability,icon-probability.png,icon-probability.png,"Before any hard probability concepts are introduced, in Grade 1, here we teach you about the likelihood of something happening.",,,12,0,12,Enabled,,,,,
6,1,8,1,1106,Estimation,icon-estimation.png,icon-estimation.png,Estimation helps you learn how to make a best guess by looking at pictures or other objects.,,,12,0,12,Enabled,,,,,
7,1,22,1,1107,Spatial Sense,icon-spatial.png,icon-spatial.png,"As you look around, you need to understand where things are, or the location of objects or things. In this module you will learn about the placement of things - whether they are above, below, to the side, left, or right.",Grade 1:Measurement and data,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
8,1,12,1,1108,Data And Graphs,icon-graphs.png,icon-graphs.png,You will learn how to deal with data in this module. Basic skills identifying numbers as data points - on graphs or in groups.,,,12,0,12,Enabled,,,,,
9,1,14,1,1109,Measurement,icon-measurement.png,icon-measurement.png,"Learning about different measurement is a key life skill. This module focuses on teaching you how to deal with thermometers, scales, rulers, and other similar instruments.",Grade 1:Measurement and data,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
10,1,18,1,1110,Mixed Operations,icon-operations.png,icon-operations.png,"Using the skills acquired in the addition and subtraction modules, you will learn about mixed operations combining the two of this skills.",Grade 1: Operations and Algebraic Thinking,http://www.corestandards.org/Math/Content/1/introduction/,12,0,12,Enabled,,,,,
